Date&Time,GHI,DHI,DNI,GTI,Temperature,GTI Loss,Irradiance Shading Loss,IAM Loss,Soiling and Snow Loss,Nominal Energy,Irradiance Level Loss,Shading Electrical Loss,Temperature Loss,Module Quality Loss,Optimizer Max Input Current Loss,Yield Factor Loss,Optimizer Loss,Rear Side Shading Electrical Loss,LID Loss,Ohmic Loss,String Clipping Loss,Array Energy,PV Inverter Efficiency Loss,AC-coupled Inverter Efficiency Loss,Clipping Loss,System Unavailability Loss,Export Limitation Loss,Battery charge,Battery Discharge,Battery State Of Energy,Inverter Output,DC Inverter Output,AC Inverter Output,Consumption,Self-consumption,Imported,Exported,Performance Ratio,ExportedPrice
,W/m^2,W/m^2,W/m^2,W/m^2,C,W/m^2,W/m^2,W/m^2,W/m^2,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,,EUR/kWh
09-Aug 02:00:00,0.0,0.0,0.0,0.0,11.352973811768043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,541.6341357922084,0.0,541.6341357922084,0.0,0.0,0.08,
09-Aug 03:00:00,0.0,0.0,0.0,0.0,11.200035367060453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,541.6341357922084,0.0,541.6341357922084,0.0,0.0,0.08,
09-Aug 04:00:00,0.0,0.0,0.0,0.0,11.047096922352864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,640.11306957261,0.0,640.11306957261,0.0,0.0,0.08,
09-Aug 05:00:00,12.276676888870306,12.276676888870306,0.0,10.86860880326566,11.69577208563537,1.4080680856046452,0.628328904880322,0.30207942037216484,0.0,81.3938619149279,30.442152991706852,-4.440892098500626E-16,-2.1798531521459728,-0.12841226175720752,-8.881784197001252E-16,0.0,6.389498795743483,0.0,0.0,0.004064970914577091,0.0,46.86641057046615,10.72499122877214,0.0,0.0,0.0,0.0,0.0,0.0,880.0,36.14141934169402,36.14141934169402,0.0,812.451203688313,36.14141934169402,776.3097843466189,0.0,0.4060202664102603,0.08,
09-Aug 06:00:00,110.01588690869144,54.85356930627525,307.28632196904107,46.06249544939146,13.126385888415085,63.95339145929998,2.662377145461154,1.2809910965870435,0.0,344.9556518281413,49.51768138357582,0.0,-11.494651397782812,-0.8332941571528639,-1.7763568394002505E-15,0.0,3.613548638705767,0.0,0.0,0.16846650078122957,0.0,303.9839008600142,26.221777666543225,0.0,0.0,0.0,0.0,0.0,0.0,880.0,277.7621231934711,277.7621231934711,0.0,1058.6485381393165,277.7621231934711,780.8864149458454,0.0,0.7362783425399599,0.08,
09-Aug 07:00:00,278.1939299240528,73.45317483726521,599.6495233628108,169.35225193680185,15.300104096858522,108.84167798725093,34.294421013924634,29.293744988177593,0.0,866.2078638051898,55.3588430387155,130.27576260378106,-16.57617212574782,-1.8863486864951977,-7.105427357601002E-15,0.0,10.518508404189191,0.0,0.0,0.8644716025729862,0.0,687.6527989681741,32.33595611835302,0.0,0.0,0.0,0.0,0.0,0.0,880.0,655.3168428498211,655.3168428498211,0.0,1329.4656060354207,655.3168428498211,674.1487631855996,0.0,0.4724728085687851,0.08,
09-Aug 08:00:00,434.17274833705346,86.16009132436315,703.8422956440444,381.5184168541529,17.35833749294379,52.654331482900545,35.07939752964068,22.776736785805994,0.0,2650.794093992004,35.8626795235861,206.24470285622442,42.93045087746113,-6.463494400101813,2.1316282072803006E-14,0.0,13.044299097672678,0.0,0.0,10.137285227066535,0.0,2349.038170810095,40.589812801194164,0.0,0.0,0.0,0.0,806.644617857775,0.0,1686.644617857775,1501.8037401511258,1501.8037401511258,0.0,1501.8037401511235,1501.8037401511233,1.1368683772161603E-13,2.5011104298755527E-12,0.48063361249536307,0.08,
09-Aug 09:00:00,579.1551881484575,112.78147462134838,742.4849391246945,593.634838366917,19.247137454041557,-14.479650218459597,34.899924713691355,10.639694182121692,0.0,4488.899847468342,-1.7672859390830284,479.8874880867022,230.6641517871074,-10.328542022979763,1.2079226507921703E-13,0.0,20.52619716898144,0.0,0.0,25.888666345897672,0.0,3744.0291720417154,40.38779960181544,0.0,0.0,0.0,0.0,2226.457365733879,0.0,3913.1019835916545,1477.184006706023,1477.184006706023,0.0,1477.184006706023,1477.184006706023,0.0,0.0,0.30383071927435207,0.08,
09-Aug 10:00:00,689.7217462866246,149.803349372935,736.2258372244611,770.0970065508727,20.916996399273327,-80.37526026424814,34.43342317048722,4.732013574321453,0.0,5986.329556711664,-15.28633960387413,487.59760803239266,483.9318007462401,-13.744280891790247,-2.842170943040401E-14,0.0,27.168242925255967,0.0,0.0,45.83901386006225,0.0,4970.823511643378,36.06130412255817,0.0,0.0,0.0,0.0,3876.1136693815033,0.0,7789.215652973157,1058.6485381393165,1058.6485381393165,0.0,1058.6485381393165,1058.6485381393165,0.0,0.0,0.16785057447094984,0.08,
09-Aug 11:00:00,762.3405458640515,181.10130826564048,723.8543398897609,894.7090214420331,22.3241454391381,-132.3684755779816,25.432846116536318,3.035376321353062,0.0,7094.512143843936,-12.687619461559136,421.55093581344454,729.0739132089036,-16.275324083315812,0.0,0.0,32.356947956193224,0.0,0.0,64.27603087754359,0.0,5876.217259532727,104.44331620922699,0.0,0.0,0.0,0.0,1010.7843470268426,0.0,8800.0,4760.9895962966575,4760.9895962966575,0.0,812.451203688313,812.451203688313,0.0,3948.5383926083446,0.6497284458987941,0.08,
09-Aug 12:00:00,793.3053264816663,195.24387808476328,718.6196887445298,960.3216516439662,23.431701607554746,-167.01632516229995,18.96976061421905,2.8154101612625797,0.0,7686.613778312889,-6.594710893974364,377.0977432092403,889.8006638136294,-17.55871072283079,0.0,0.0,34.939379073586366,0.0,0.0,74.8124875842431,0.0,6334.116926248995,138.02830267614533,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,6196.088623572849,6196.088623572849,0.0,590.8736026824092,590.8736026824092,0.0,5605.21502089044,0.787802519289372,0.08,
09-Aug 13:00:00,781.9036693847669,184.51427826359767,729.2880972880783,964.3739372220496,24.210634606072023,-182.47026783728268,14.49438470549466,2.7093674727701185,0.0,7757.323815508596,-6.378574773425591,119.10582710412717,925.7272740519772,-18.359828124421323,0.0,0.0,35.89185183655755,0.0,0.0,81.79504394533134,0.0,6619.5422214684495,144.4845358990947,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,6475.057685569354,6475.057685569354,0.0,640.11306957261,640.11306957261,0.0,5834.944615996745,0.8198127005309473,0.08,
09-Aug 14:00:00,719.2673521987305,167.98588086708148,721.0225004025181,891.9658337325754,24.640527720788345,-172.69848153384498,20.69395374611926,2.859451422561872,0.0,7112.297789938293,-13.301844356593342,449.42638496171367,789.3811744744839,-16.085034263270224,0.0,0.0,31.83960302832999,0.0,0.0,62.781793951303975,0.0,5808.255712142325,126.0484288209127,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,5682.207283321413,5682.207283321413,0.0,812.451203688313,812.451203688313,0.0,4869.7560796331,0.7778311263368834,0.08,
09-Aug 15:00:00,627.3644488953092,125.03908577937474,747.1947807621342,770.3660797681721,24.710112967489255,-143.00163087286285,22.249080619159894,4.271323805746798,0.0,6092.096081061343,-16.75320048068345,405.42728961150186,579.2151879453505,-13.995465845585075,0.0,0.0,29.857236192206628,0.0,0.0,47.52939841636351,0.0,5060.815635222189,108.88414836144024,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,4951.931486860748,4951.931486860748,0.0,1058.6485381393165,1058.6485381393165,0.0,3893.2829487214312,0.7848631524107872,0.08,
09-Aug 16:00:00,496.66605703113623,90.17482630415438,741.0596639679532,594.3925395431729,24.417566438243817,-97.72648251203668,23.06153565966864,9.216269379410178,0.0,4603.719675588531,-3.936603681679596,275.4335635890226,324.7920476745209,-10.943635279203617,-2.842170943040401E-14,0.0,23.94742637655004,0.0,0.0,29.0610648077691,0.0,3965.36581210155,84.31957926042094,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,3881.0462328411286,3881.0462328411286,0.0,1378.7050729256218,1378.7050729256218,0.0,2502.341159915507,0.7972452338119649,0.08,
09-Aug 17:00:00,336.59748769516744,88.01398339434651,618.7478466450184,372.8881483201376,23.770556108092087,-36.290660624970144,21.654022939159677,19.6480604178412,0.0,2715.6898720480895,35.87695851874773,103.27538292007583,104.67204096131455,-6.749357411486652,0.0,0.0,15.099391866810123,0.0,0.0,11.053674068643485,0.0,2452.461781123984,54.075977025717734,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,2398.3858040982664,2398.3858040982664,0.0,1600.282673931525,1600.282673931525,0.0,798.1031301667413,0.7853385745617008,0.08,
09-Aug 18:00:00,195.37374812067543,49.71489567229132,601.9938907142829,174.5013476678048,22.786040848756286,20.872400452870636,15.090712269475922,33.59327986240311,0.0,1030.4441418392319,55.28680101127931,26.740270435467,9.08586088323517,-2.5642930107183854,0.0,0.0,5.928553607758223,0.0,0.0,1.5955162461617751,0.0,934.3714326660489,45.25264000247357,0.0,0.0,0.0,0.0,0.0,936.728309161581,7863.271690838419,1825.8471018251564,1825.8471018251564,0.0,1871.0997418276295,1825.847101825156,45.25264000247357,4.547473508864641E-13,1.2775622959412891,0.08,
09-Aug 19:00:00,63.391722149191125,22.728106681686338,508.03455653729645,19.562691385587446,21.48982591745348,43.82903076360368,1.1308208827326456,0.5438863101657739,0.0,146.50259053812312,39.16343490571134,0.0,-1.05005288898156,-0.2820896137532697,-2.6645352591003757E-15,0.0,5.708589115203183,0.0,0.0,0.019447615933558052,0.0,102.94326140400987,43.798843239388496,0.0,0.0,0.0,0.0,0.0,1669.6775466432175,6193.594144195202,1728.8219648078389,1728.8219648078389,0.0,1772.6208080472277,1728.8219648078389,43.798843239388724,0.0,10.790414627912863,0.08,
09-Aug 20:00:00,1.711660025284102E-4,1.711660025284102E-4,0.0,0.0,20.223248609492146,1.711660025284102E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.02755494178364,0.0,0.0,0.0,0.0,0.0,1477.1840067060225,4716.410137489179,1437.156451764239,1437.156451764239,0.0,1477.184006706023,1437.156451764239,40.027554941784096,0.0,0.0,0.08,
09-Aug 21:00:00,0.0,0.0,0.0,0.0,19.09112459456785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.28023210483958,0.0,0.0,0.0,0.0,0.0,1132.5077384746178,3583.902399014561,1096.2275063697782,1096.2275063697782,0.0,1132.5077384746178,1096.2275063697782,36.28023210483958,0.0,0.0,0.08,
09-Aug 22:00:00,0.0,0.0,0.0,0.0,18.18684463655772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.035384326327986,0.0,0.0,0.0,0.0,0.0,984.7893378040154,2599.1130612105458,949.7539534776874,949.7539534776874,0.0,984.7893378040154,949.7539534776874,35.035384326327986,0.0,0.0,0.08,
09-Aug 23:00:00,0.0,0.0,0.0,0.0,17.28256467854759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.73560013202598,0.0,0.0,0.0,0.0,0.0,541.6341357922083,2057.4789254183374,507.89853566018235,507.89853566018235,0.0,541.6341357922084,507.89853566018235,33.73560013202609,0.0,0.0,0.08,
10-Aug 00:00:00,0.0,0.0,0.0,0.0,15.947647019228278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.73560013202598,0.0,0.0,0.0,0.0,0.0,541.6341357922083,1515.844789626129,507.89853566018235,507.89853566018235,0.0,541.6341357922084,507.89853566018235,33.73560013202609,0.0,0.0,0.08,
10-Aug 01:00:00,0.0,0.0,0.0,0.0,15.765199154144824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.735600132025986,0.0,0.0,0.0,0.0,0.0,541.6341357922084,974.2106538339207,507.89853566018246,507.89853566018246,0.0,541.6341357922084,507.89853566018246,33.735600132025986,0.0,0.0,0.08,
10-Aug 02:00:00,0.0,0.0,0.0,0.0,15.582751289061374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.828059840810756,0.0,0.0,0.0,0.0,0.0,94.21065383392067,880.0,80.38259399310994,80.38259399310994,0.0,541.6341357922084,80.38259399310994,461.2515417990985,0.0,0.0,0.08,
10-Aug 03:00:00,0.0,0.0,0.0,0.0,15.400303423977917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,541.6341357922084,0.0,541.6341357922084,0.0,0.0,0.08,
10-Aug 04:00:00,0.0,0.0,0.0,0.0,15.217855558894463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,640.11306957261,0.0,640.11306957261,0.0,0.0,0.08,
10-Aug 05:00:00,4.233996566344263,4.233996566344263,0.0,0.0,15.524734531245503,4.233996566344263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,812.451203688313,0.0,812.451203688313,0.0,0.0,0.08,
10-Aug 06:00:00,60.808220804114555,57.561759465993916,18.440337279356488,47.91921654171835,16.309703699097028,12.889004262396206,2.76959601692334,1.3327567835388288,0.0,358.86011404088805,50.17435458170422,0.0,-8.235635733230636,-0.8609519634043686,0.0,0.0,3.53488051322436,0.0,0.0,0.1798375158974727,0.0,314.067629126697,26.78194428638479,0.0,0.0,0.0,0.0,0.0,0.0,880.0,287.28568484031223,287.28568484031223,0.0,1058.6485381393165,287.28568484031223,771.3628532990043,0.0,0.7320162839949664,0.08,
10-Aug 07:00:00,142.7380380129523,129.9551733438139,37.79659270322226,115.7330042406531,17.55058443182589,27.0050337722992,8.23015675519946,7.042993595138461,0.0,822.7662033616812,56.71395676292822,10.158044273472996,-10.795929631463576,-2.0929114908413116,0.0,0.0,4.8703492905062475,0.0,0.0,1.0628280984440754,0.0,762.8498660586343,32.28902793766712,0.0,0.0,0.0,0.0,0.0,0.0,880.0,730.5608381209672,730.5608381209672,0.0,1329.4656060354207,730.5608381209672,598.9047679144535,0.0,0.7707537142514501,0.08,
10-Aug 08:00:00,260.6998395326038,213.51438055054456,96.02092230583209,229.24723828569336,18.725510852619735,31.452601246910433,15.029119806136855,9.245615376527178,0.0,1678.72480041381,50.28769209239296,65.5440617320592,6.445681287929575,-4.249352671792727,0.0,0.0,9.682992768875735,0.0,0.0,4.381455943088896,0.0,1546.6322692612562,40.28894727324609,0.0,0.0,0.0,0.0,4.238716308936276,0.0,884.2387163089363,1501.8037401511235,1501.8037401511235,0.0,1501.8037401511235,1501.8037401511235,0.0,0.0,0.7998812823105956,0.08,
10-Aug 09:00:00,305.56086936145925,269.32325073468286,57.95875293263894,285.4626251908834,19.8036734114034,20.098244170575867,16.55027631244938,6.876391559230896,0.0,2146.0744904442736,48.290015567589265,60.78461295236683,31.47971940276795,-5.476492873690699,1.4210854715202004E-14,0.0,12.07673649813502,0.0,0.0,7.277533473611269,0.0,1991.6423654234936,40.38779960181544,0.0,0.0,0.0,0.0,474.0705591156576,0.0,1358.3092754245938,1477.184006706023,1477.184006706023,0.0,1477.184006706023,1477.184006706023,1.1368683772161603E-13,0.0,0.6318322750893497,0.08,
10-Aug 10:00:00,407.8839306357702,327.70396016431556,109.75275272793736,413.1145463085173,20.756799951932788,-5.230615672747092,22.384697492550472,6.52458176698735,0.0,3146.641137131142,23.555733469740034,124.02309853240698,105.06931991124286,-7.904115934605794,0.0,0.0,16.89478502124311,0.0,0.0,15.159754235153205,0.0,2869.8425618959614,36.06130412255817,0.0,0.0,0.0,0.0,1775.1327196340872,0.0,3133.4419950586807,1058.6485381393163,1058.6485381393163,0.0,1058.6485381393165,1058.6485381393163,2.2737367544323206E-13,0.0,0.3128943923736577,0.08,
10-Aug 11:00:00,478.8163316228578,359.43754137925436,149.18807611461193,505.6515031388884,21.55989707942276,-26.83517151603064,23.819511812060732,6.355467970663423,0.0,3894.1527262869845,10.687661325781088,158.41307266530134,185.9589767151118,-9.667159157564777,0.0,0.0,20.24708222721165,0.0,0.0,22.677041313536282,0.0,3505.8360511976066,32.900440146048254,0.0,0.0,0.0,0.0,2660.4844073632435,0.0,5793.926402421925,812.4512036883149,812.4512036883149,0.0,812.451203688313,812.451203688313,0.0,1.9326762412674725E-12,0.19618348673787378,0.08,
10-Aug 12:00:00,505.7690227015159,376.82753311566415,155.46312534619838,546.8202111589578,22.191905550735438,-41.051188457441924,23.712641410561424,6.435877876426505,0.0,4231.541156431433,4.66601202023531,124.67798868754787,233.46590162006845,-10.568216063207,2.842170943040401E-14,0.0,21.900607096233472,0.0,0.0,27.101509406368464,0.0,3830.2973536641857,32.49562345213605,0.0,0.0,0.0,0.0,3006.0735975780754,0.0,8800.0,791.7281326339745,791.7281326339745,0.0,590.8736026824092,590.8736026824092,0.0,200.85452995156527,0.17678604657264022,0.08,
10-Aug 13:00:00,448.18960600784624,357.04384033648904,111.67119556971123,484.5808852512399,22.636252501136287,-36.39127924339368,21.705655964956886,6.171994324197811,0.0,3740.3994943394773,12.815356142886245,47.14412535623836,183.5087761632949,-9.55223518888292,2.842170943040401E-14,0.0,19.917627923676122,0.0,0.0,22.141074717347372,0.0,3464.424769224918,74.34439375019751,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,3390.0803754747203,3390.0803754747203,0.0,640.11306957261,640.11306957261,0.0,2749.96730590211,0.8542012076768303,0.08,
10-Aug 14:00:00,378.9063217599013,337.72761676841424,54.07751997992819,385.5250015206734,22.881286026832175,-6.618679760772125,19.97918695028882,6.502357102384969,0.0,2940.5659166629166,31.12313445100997,38.94210376635691,110.47041027136292,-7.5385413063656435,0.0,0.0,16.00123265709304,0.0,0.0,13.789870334139366,0.0,2737.7777064893194,59.85803604806804,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,2677.919670441251,2677.919670441251,0.0,812.451203688313,812.451203688313,0.0,1865.4684667529382,0.848128120415806,0.08,
10-Aug 15:00:00,329.90648377564486,292.4848466110553,55.93959258468413,332.174348393589,22.920580727435105,-2.2678646179441557,17.540864650018385,6.081755382458557,0.0,2527.0386552775076,42.435062177556865,31.76944089275402,79.17113784677457,-6.48277293599422,0.0,0.0,13.93366565852655,0.0,0.0,10.197754509787863,0.0,2356.014367128102,52.39674858299533,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,2303.617618545107,2303.617618545107,0.0,1058.6485381393165,1058.6485381393165,0.0,1244.9690804057902,0.8467608393968507,0.08,
10-Aug 16:00:00,239.63159397709555,218.53921826035003,38.703662269056856,233.6729051827607,22.753106196253672,5.958688794334847,12.922300391652836,5.485459829626211,0.0,1763.0215372345347,50.06641697692574,14.696308275625327,33.750962471455466,-4.545115192109574,0.0,0.0,10.085919582643598,0.0,0.0,5.01263069948451,0.0,1653.9544144205095,41.91005732217103,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,1612.0443570983384,1612.0443570983384,0.0,1378.7050729256218,1378.7050729256218,0.0,233.3392841727166,0.8423354814333462,0.08,
10-Aug 17:00:00,203.73190967572927,166.01284314750836,94.78504538643523,196.22164745782092,22.383254040169305,7.510262217908348,11.359624365163192,7.607004986242279,0.0,1451.7185982915423,52.178733577959065,15.793524392041313,19.15325122973262,-3.7257007417428625,0.0,0.0,8.438019097407349,0.0,0.0,3.368114781283776,0.0,1356.512655954861,41.006608879173164,0.0,0.0,0.0,0.0,0.0,243.77001797666375,8556.229982023337,1559.2760650523517,1559.2760650523517,0.0,1600.282673931525,1559.2760650523517,41.006608879173534,0.0,0.970269902468698,0.08,
10-Aug 18:00:00,100.57227930453715,86.93363401100143,57.3289969316951,88.57583168058545,21.82072272056787,11.996447623951696,5.593606543835762,6.7756634498140516,0.0,624.1317402160029,55.48059828008228,4.09957409854243,-0.8425384686963068,-1.543764507490023,-3.552713678800501E-15,0.0,3.4638255797060964,0.0,0.0,0.5782611109709251,0.0,562.8957841228874,45.252640002473555,0.0,0.0,0.0,0.0,0.0,1308.2039577047422,7248.026024318594,1825.847101825156,1825.847101825156,0.0,1871.0997418276295,1825.847101825156,45.252640002473555,0.0,2.5168980989674883,0.08,
10-Aug 19:00:00,28.001081121224473,25.723832828876034,29.042285961590693,21.789798211327163,21.099447573771975,6.21128290989731,1.259478095409297,0.6059120466437021,0.0,163.18090208735535,39.62898453653441,0.0,-1.3599590544488176,-0.32830373055709844,0.0,0.0,5.409318682485963,0.0,0.0,0.026296689039456925,0.0,119.80456496430148,43.79884323938851,0.0,0.0,0.0,0.0,0.0,1652.8162430829266,5595.209781235668,1728.8219648078395,1728.8219648078395,0.0,1772.6208080472277,1728.821964807839,43.79884323938851,4.547473508864641E-13,9.687540437095716,0.08,
10-Aug 20:00:00,0.0,0.0,0.0,0.0,20.284221330856347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.02755494178364,0.0,0.0,0.0,0.0,0.0,1477.1840067060225,4118.025774529645,1437.156451764239,1437.156451764239,0.0,1477.184006706023,1437.156451764239,40.027554941784096,0.0,0.0,0.08,
10-Aug 21:00:00,0.0,0.0,0.0,0.0,19.434876365970148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.28023210483958,0.0,0.0,0.0,0.0,0.0,1132.5077384746178,2985.5180360550276,1096.2275063697782,1096.2275063697782,0.0,1132.5077384746178,1096.2275063697782,36.28023210483958,0.0,0.0,0.08,
10-Aug 22:00:00,0.0,0.0,0.0,0.0,18.58553140108395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.035384326327986,0.0,0.0,0.0,0.0,0.0,984.7893378040154,2000.728698251012,949.7539534776874,949.7539534776874,0.0,984.7893378040154,949.7539534776874,35.035384326327986,0.0,0.0,0.08,
10-Aug 23:00:00,0.0,0.0,0.0,0.0,17.73618643619775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.73560013202598,0.0,0.0,0.0,0.0,0.0,541.6341357922083,1459.0945624588037,507.89853566018235,507.89853566018235,0.0,541.6341357922084,507.89853566018235,33.73560013202609,0.0,0.0,0.08,
11-Aug 00:00:00,0.0,0.0,0.0,0.0,15.673641040895127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.735600132025986,0.0,0.0,0.0,0.0,0.0,541.6341357922084,917.4604266665953,507.89853566018246,507.89853566018246,0.0,541.6341357922084,507.89853566018246,33.735600132025986,0.0,0.0,0.08,
11-Aug 01:00:00,0.0,0.0,0.0,0.0,15.413598628660935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.885647075147514,0.0,0.0,0.0,0.0,0.0,37.460426666595204,880.0,27.574779591447736,27.574779591447736,0.0,541.6341357922084,27.574779591447736,514.0593562007607,0.0,0.0,0.08,
11-Aug 02:00:00,0.0,0.0,0.0,0.0,15.15355621642674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,541.6341357922084,0.0,541.6341357922084,0.0,0.0,0.08,
11-Aug 03:00:00,0.0,0.0,0.0,0.0,14.893513804192544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,541.6341357922084,0.0,541.6341357922084,0.0,0.0,0.08,
11-Aug 04:00:00,0.0,0.0,0.0,0.0,14.633471391958345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,640.11306957261,0.0,640.11306957261,0.0,0.0,0.08,
11-Aug 05:00:00,5.80585965379468,5.80585965379468,0.0,0.0,14.907670918519479,5.80585965379468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,812.451203688313,0.0,812.451203688313,0.0,0.0,0.08,
11-Aug 06:00:00,65.49338678394457,59.029584057014844,37.45889879980136,48.84554097724303,15.70437068911766,16.64784580670154,2.823064823383312,1.358613507511043,0.0,365.79703507359557,50.49826854117694,-3.552713678800501E-15,-9.096935825220989,-0.8815915547618978,0.0,0.0,3.4963764243088846,0.0,0.0,0.18856447993463374,0.0,321.59235300815806,27.206849822596975,0.0,0.0,0.0,0.0,0.0,0.0,880.0,294.3855031855611,294.3855031855611,0.0,1058.6485381393165,294.3855031855611,764.2630349537554,0.0,0.735881628593767,0.08,
11-Aug 07:00:00,158.5405822986427,135.7409740566457,68.07179786716041,125.43620569310724,17.000395355719604,33.104376605535464,10.018831633610311,8.669379060519438,0.0,874.2660790416255,56.71680405724243,18.340078729229006,-12.4769441414554,-2.2156728574723434,0.0,0.0,5.181220276676498,0.0,0.0,1.191167240908264,0.0,807.529425736497,32.160618242242045,0.0,0.0,0.0,0.0,0.0,0.0,880.0,775.368807494255,775.368807494255,0.0,1329.4656060354207,775.368807494255,554.0967985411658,0.0,0.7547478458032943,0.08,
11-Aug 08:00:00,253.48161228562168,211.77254852001113,85.41134298415078,223.48804167420553,18.22750197976924,29.993570611416146,14.49975662622527,8.91382969456554,0.0,1638.6097893444664,50.40373049218347,58.3794240855152,2.4212490693665027,-4.1699840875527805,0.0,0.0,9.531177828189428,0.0,0.0,4.219306608153995,0.0,1517.8248853486107,40.38993377735247,0.0,0.0,0.0,0.0,0.0,0.0,880.0,1477.4349515712581,1477.4349515712581,0.0,1501.8037401511235,1436.8451387700618,64.95860138106168,40.58981280119633,0.807180281327423,0.08,
