Date&Time,GHI,DHI,DNI,GTI,Temperature,GTI Loss,Irradiance Shading Loss,IAM Loss,Soiling and Snow Loss,Nominal Energy,Irradiance Level Loss,Shading Electrical Loss,Temperature Loss,Module Quality Loss,Optimizer Max Input Current Loss,Yield Factor Loss,Optimizer Loss,Rear Side Shading Electrical Loss,LID Loss,Ohmic Loss,String Clipping Loss,Array Energy,PV Inverter Efficiency Loss,AC-coupled Inverter Efficiency Loss,Clipping Loss,System Unavailability Loss,Export Limitation Loss,Battery charge,Battery Discharge,Battery State Of Energy,Inverter Output,DC Inverter Output,AC Inverter Output,Consumption,Self-consumption,Imported,Exported,Performance Ratio,ExportedPrice
,W/m^2,W/m^2,W/m^2,W/m^2,C,W/m^2,W/m^2,W/m^2,W/m^2,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,Wh,,EUR/kWh
04-May 15:00:00,397.58504305803706,256.4060732942631,215.3572419114296,446.42281558687506,13.033344937904937,-48.837772528838,20.19702938431538,5.538396139913645,0.0,3445.4297246130704,17.06892804306447,118.09280000230957,37.44045325968282,-8.937845200897959,0.0,0.0,19.45189018115728,0.0,0.0,19.384360096322094,0.0,3242.929138231433,69.87136883431732,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,3173.0577693971163,3173.0577693971163,0.0,1058.6485381393165,1058.6485381393165,0.0,2114.4092312577995,0.8678567823801012,0.08,
04-May 16:00:00,313.36074078802454,213.01042361297604,190.11483298478964,330.0512774638605,12.801208603533981,-16.690536675835972,16.746422461254173,7.278782092742006,0.0,2506.353537131789,42.55015406108649,67.90027974735791,-10.504808214555533,-6.570558940813252,0.0,0.0,14.724457081875883,0.0,0.0,10.47575414374252,0.0,2387.778259253095,52.83467082310028,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,2334.9435884299946,2334.9435884299946,0.0,1378.7050729256218,1378.7050729256218,0.0,956.2385155043728,0.8637964992625059,0.08,
04-May 17:00:00,202.6176307041332,140.099588821867,165.1819339511303,201.0945017567451,12.332093545969741,1.523128947388102,12.568096622247937,9.68075010645653,0.0,1464.7459146796525,51.89881937309018,19.19114294543133,-31.63027077626914,-3.890410127473952,0.0,0.0,9.176936736881835,0.0,0.0,3.672480835711017,0.0,1416.327215692281,41.00660887917317,0.0,0.0,0.0,0.0,0.0,183.9554582392438,8616.044541760757,1559.2760650523517,1559.2760650523517,0.0,1600.282673931525,1559.2760650523517,41.006608879173456,0.0,0.9467586486847405,0.08,
04-May 18:00:00,94.88639703889484,69.45023428601993,116.86521010907764,81.93459626007262,11.638674543853408,12.951800778822218,5.532161477857247,9.728598772816282,0.0,546.0587169169785,54.75910877021904,6.430473432846174,-20.13017827243003,-1.3782629376598636,7.105427357601002E-15,0.0,3.311603678153073,0.0,0.0,0.4609146106319597,0.0,502.60505763521826,45.25264000247355,0.0,0.0,0.0,0.0,0.0,1368.494684192411,7247.549857568345,1825.8471018251557,1825.8471018251557,0.0,1871.0997418276295,1825.8471018251557,45.252640002473775,0.0,2.7209060951944712,0.08,
04-May 19:00:00,18.96557704939271,18.96557704939271,0.0,16.468472795365233,11.078350555135003,2.4971042540274766,0.9519927684082126,0.45781612918411313,0.0,123.33045732276013,37.78569142689425,-1.7763568394002505E-15,-3.887216746380488,-0.22915209349289975,0.0,0.0,6.0206206108308296,0.0,0.0,0.012862544833186374,0.0,83.62765158007522,43.7988432393885,0.0,0.0,0.0,0.0,0.0,1688.9931564671526,5558.556701101193,1728.8219648078393,1728.8219648078393,0.0,1772.6208080472277,1728.821964807839,43.7988432393885,2.2737367544323206E-13,12.817797613133582,0.08,
04-May 20:00:00,0.0,0.0,0.0,0.0,10.726569053503827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.02755494178364,0.0,0.0,0.0,0.0,0.0,1477.1840067060225,4081.37269439517,1437.156451764239,1437.156451764239,0.0,1477.184006706023,1437.156451764239,40.027554941784096,0.0,0.0,0.08,
04-May 21:00:00,0.0,0.0,0.0,0.0,10.652475713747513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.28023210483958,0.0,0.0,0.0,0.0,0.0,1132.5077384746178,2948.8649559205523,1096.2275063697782,1096.2275063697782,0.0,1132.5077384746178,1096.2275063697782,36.28023210483958,0.0,0.0,0.08,
04-May 22:00:00,0.0,0.0,0.0,0.0,10.578382373991198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.035384326327986,0.0,0.0,0.0,0.0,0.0,984.7893378040154,1964.075618116537,949.7539534776874,949.7539534776874,0.0,984.7893378040154,949.7539534776874,35.035384326327986,0.0,0.0,0.08,
04-May 23:00:00,0.0,0.0,0.0,0.0,10.504289034234885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.73560013202598,0.0,0.0,0.0,0.0,0.0,541.6341357922083,1422.4414823243287,507.89853566018235,507.89853566018235,0.0,541.6341357922084,507.89853566018235,33.73560013202609,0.0,0.0,0.08,
05-May 00:00:00,0.0,0.0,0.0,0.0,11.694097537139037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.735600132025986,0.0,0.0,0.0,0.0,0.0,541.6341357922084,880.8073465321202,507.89853566018246,507.89853566018246,0.0,541.6341357922084,507.89853566018246,33.735600132025986,0.0,0.0,0.08,
05-May 01:00:00,0.0,0.0,0.0,0.0,11.932059237719868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4844079192720874,0.0,0.0,0.0,0.0,0.0,0.8073465321201456,880.0,0.32293861284805825,0.32293861284805825,0.0,541.6341357922084,0.32293861284802006,541.3111971793604,3.8191672047105385E-14,0.0,0.08,
05-May 02:00:00,0.0,0.0,0.0,0.0,12.170020938300697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,541.6341357922084,0.0,541.6341357922084,0.0,0.0,0.08,
05-May 03:00:00,0.0,0.0,0.0,0.0,12.407982638881528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,541.6341357922084,0.0,541.6341357922084,0.0,0.0,0.08,
05-May 04:00:00,0.0,0.0,0.0,0.0,12.645944339462357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,640.11306957261,0.0,640.11306957261,0.0,0.0,0.08,
05-May 05:00:00,21.58684775148721,17.657305626111466,63.46103443408646,15.314695935598598,12.883906040043188,6.272151815888611,0.8852923663743455,0.42574702302227063,0.0,114.68994711339423,36.80866324072026,0.0,-3.0521898713754236,-0.2054845088508176,4.440892098500626E-16,0.0,6.137112522351786,0.0,0.0,0.01035514149092168,0.0,74.9914905890575,12.183141556131028,0.0,0.0,0.0,0.0,0.0,0.0,880.0,62.80834903292657,62.80834903292657,0.0,812.451203688313,62.80834903292657,749.6428546553864,0.0,0.50075519589779,0.08,
05-May 06:00:00,128.2683662978011,56.800482174581276,345.5965496529017,48.27073375162766,14.239117351423426,79.99763254617343,2.7901465027385957,1.34222256380588,0.0,361.4932067708313,50.300101184831696,-3.552713678800501E-15,-10.720328190278387,-0.8746926168094653,1.7763568394002505E-15,0.0,3.5253212576325907,0.0,0.0,0.18562404627077372,0.0,319.0771810891839,27.05283956164653,0.0,0.0,0.0,0.0,0.0,0.0,880.0,292.0243415275374,292.0243415275374,0.0,1058.6485381393165,292.02434152753733,766.6241966117792,5.684341886080802E-14,0.738671967513275,0.08,
05-May 07:00:00,222.9325512754738,137.35664503139964,232.6179306595923,167.03334107360024,15.557701993291358,55.89921020187356,21.24144878361359,16.3333460941741,0.0,1060.2654933437045,55.8717091412544,86.28792170332713,-17.317946753036047,-2.5520959690404927,0.0,0.0,6.460876521419969,0.0,0.0,1.5808835510544699,0.0,929.9341451487252,34.30671975310447,0.0,0.0,0.0,0.0,0.0,0.0,880.0,895.6274253956208,895.6274253956208,0.0,1329.4656060354207,895.6274253956208,433.8381806398,0.0,0.6546974972872293,0.08,
05-May 08:00:00,349.7255084957469,214.23637000411304,261.3204006914013,316.9329413486661,16.804023188196762,32.79256714708083,23.563862615667304,13.331676852970615,0.0,2293.5063213974304,45.9334750266651,175.04741354359254,15.671216577846566,-5.618598466599145,1.4210854715202004E-14,0.0,11.68437440723774,0.0,0.0,7.660179240587403,0.0,2043.1282610681003,40.589812801194164,0.0,0.0,0.0,0.0,500.73470811578034,0.0,1380.7347081157804,1501.8037401511258,1501.8037401511258,0.0,1501.8037401511235,1501.8037401511233,1.1368683772161603E-13,2.5011104298755527E-12,0.5785784656710476,0.08,
05-May 09:00:00,475.0764778481806,223.92124920943596,387.3913526489762,486.9277763986256,17.94439718945847,-11.851298550444994,28.472215026147015,8.39041535581805,0.0,3686.0335458764494,14.076544958633269,344.06375464163017,120.34208140139415,-8.7609200148058,-2.842170943040401E-14,0.0,18.576279485481436,0.0,0.0,18.62458329721586,0.0,3179.111222106901,40.38779960181539,0.0,0.0,0.0,0.0,1661.5394157990604,0.0,3042.2741239148404,1477.1840067060252,1477.1840067060252,0.0,1477.184006706023,1477.184006706023,0.0,2.2737367544323206E-12,0.37041324949940463,0.08,
05-May 10:00:00,518.1783532604861,303.5927067144647,286.66114609251883,551.2305647288711,18.94800363621181,-33.05221146838494,26.10313440077715,6.0627163832537905,0.0,4251.140007208241,4.438320418447076,294.94330041934927,188.81324422697514,-10.279890617189531,2.842170943040401E-14,0.0,21.064957486479088,0.0,0.0,25.642920983164526,0.0,3726.5171542910143,36.06130412255817,0.0,0.0,0.0,0.0,2631.80731202914,0.0,5674.081435943981,1058.6485381393165,1058.6485381393165,0.0,1058.6485381393165,1058.6485381393165,0.0,0.0,0.23449575045153997,0.08,
05-May 11:00:00,524.9156082506776,320.44816514198425,251.68892519678266,579.9626366908251,19.787718521051453,-55.04702844014753,23.38924927591253,5.274420823703602,0.0,4515.138536382001,-1.0893278855926456,154.16818425692387,231.3881708512794,-11.284641417238674,1.4210854715202004E-14,0.0,23.062033284512125,0.0,0.0,30.900610858027115,0.0,4087.9935064340907,34.75116100615916,0.0,0.0,0.0,0.0,3125.9185640560186,0.0,8800.0,927.323781371913,927.323781371913,0.0,812.451203688313,812.451203688313,0.0,114.87257768360007,0.1952305810839624,0.08,
05-May 12:00:00,558.9128282130825,331.1790011605875,272.6001970819758,633.9204193286535,20.440847258038435,-75.0075911155709,22.230824318474827,5.256292083639273,0.0,4966.688750968357,-9.814363684266745,188.37319691051312,300.6062966402404,-12.260017383928304,0.0,0.0,24.87729335196832,0.0,0.0,36.47323457304995,0.0,4438.43311056078,94.8043821075063,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,4343.628728453274,4343.628728453274,0.0,590.8736026824092,590.8736026824092,0.0,3752.7551257708647,0.8366319018849346,0.08,
05-May 13:00:00,561.3360804171339,335.24805164953796,277.03654851032746,643.1503261986784,20.88973803878116,-81.81424578154451,22.358587009305786,5.375605861392336,0.0,5040.258131956158,-10.627040629334449,195.59326832515987,318.89561184415635,-12.393622425034954,0.0,0.0,25.117729703454046,0.0,0.0,37.27250619897101,0.0,4486.399678938786,95.88262602706183,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,4390.517052911724,4390.517052911724,0.0,640.11306957261,640.11306957261,0.0,3750.403983339114,0.8335269364041841,0.08,
05-May 14:00:00,528.2866140534195,306.89483390654533,292.9462394642608,605.568665871246,21.122258899699254,-77.28205181782653,22.663962000401668,5.331620622250999,0.0,4730.323551805979,-6.02105592553579,205.98089423994855,280.79014600334835,-11.608499309205627,8.526512829121202E-14,0.0,24.079818937369552,0.0,0.0,32.69966566159781,0.0,4204.402582198456,89.56005673887776,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,4114.842525459579,4114.842525459579,0.0,812.451203688313,812.451203688313,0.0,3302.3913217712657,0.8296717242269528,0.08,
05-May 15:00:00,389.4137397558867,256.40596194672844,201.9956648897081,422.30261864580973,21.132125606993853,-32.888878889923035,19.14981202252641,5.789859749398326,0.0,3254.4025348971177,20.199314701887122,107.61259802739616,118.65195743875397,-8.215196646082056,0.0,0.0,17.607085555212564,0.0,0.0,16.37652497121241,0.0,2982.170250848738,64.7263968537568,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,2917.443853994981,2917.443853994981,0.0,1058.6485381393165,1058.6485381393165,0.0,1858.7953158556645,0.843519637210972,0.08,
05-May 16:00:00,307.2236205194955,212.05162276832175,179.26437464327253,321.9594106286849,20.919071497728922,-14.735790109189395,16.41202953165341,7.132951081075404,0.0,2444.0141818306806,43.83843430678211,62.18242682614577,56.77837485792511,-6.229541360963835,0.0,0.0,13.661890448991642,0.0,0.0,9.41658334252987,0.0,2264.3660134092697,51.09317213076922,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,2213.2728412785004,2213.2728412785004,0.0,1378.7050729256218,1378.7050729256218,0.0,834.5677683528786,0.8393639182386683,0.08,
05-May 17:00:00,226.3266355042986,145.69737509932446,211.21566725837494,230.3747740190154,20.488854686807095,-4.048138514716811,14.524732792675499,11.77309744221626,0.0,1671.3901695919724,50.376599769115785,23.920911562348408,16.907277780523643,-4.314279639931782,0.0,0.0,9.787591544816195,0.0,0.0,4.516377835086183,0.0,1570.1956907400142,41.00660887917317,0.0,0.0,0.0,0.0,0.0,30.08698319151062,8769.91301680849,1559.2760650523517,1559.2760650523517,0.0,1600.282673931525,1559.2760650523517,41.006608879173406,0.0,0.8264271101376417,0.08,
05-May 18:00:00,111.36971764247016,76.99082705706346,155.46088535049918,96.40814743947513,19.853102445060568,14.961570202995034,6.635451035255974,13.269933579564608,0.0,626.5576275339208,55.43527012215876,8.44253118691283,-5.000304624867276,-1.5497728492640215,-3.552713678800501E-15,0.0,3.5628137176125776,0.0,0.0,0.5827691089410453,0.0,565.0843208724266,45.25264000247355,0.0,0.0,0.0,0.0,0.0,1306.0154209552024,7463.897595853287,1825.8471018251555,1825.8471018251555,0.0,1871.0997418276295,1825.8471018251555,45.252640002474,0.0,2.312422220448627,0.08,
05-May 19:00:00,26.999386662267305,20.76449825271688,88.3283514867253,17.885045079446773,19.028996954378332,9.114341582820533,1.033847445246647,0.4972402041964856,0.0,133.9389113517298,38.641072550661235,0.0,-1.7469932303020828,-0.25020272117305586,8.881784197001252E-16,0.0,5.971041524378318,0.0,0.0,0.015321543537943022,0.0,91.30867168462744,43.79884323938849,0.0,0.0,0.0,0.0,0.0,1681.3121363625999,5782.585459490687,1728.8219648078386,1728.8219648078386,0.0,1772.6208080472277,1728.8219648078386,43.798843239388944,0.0,11.80257306317716,0.08,
05-May 20:00:00,0.0,0.0,0.0,0.0,17.41049014439737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.02755494178364,0.0,0.0,0.0,0.0,0.0,1477.1840067060225,4305.401452784665,1437.156451764239,1437.156451764239,0.0,1477.184006706023,1437.156451764239,40.027554941784096,0.0,0.0,0.08,
05-May 21:00:00,0.0,0.0,0.0,0.0,15.791983334416411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.28023210483958,0.0,0.0,0.0,0.0,0.0,1132.5077384746178,3172.8937143100466,1096.2275063697782,1096.2275063697782,0.0,1132.5077384746178,1096.2275063697782,36.28023210483958,0.0,0.0,0.08,
05-May 22:00:00,0.0,0.0,0.0,0.0,14.17347652443545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.035384326327986,0.0,0.0,0.0,0.0,0.0,984.7893378040154,2188.1043765060313,949.7539534776874,949.7539534776874,0.0,984.7893378040154,949.7539534776874,35.035384326327986,0.0,0.0,0.08,
05-May 23:00:00,0.0,0.0,0.0,0.0,12.55496971445449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.73560013202598,0.0,0.0,0.0,0.0,0.0,541.6341357922083,1646.470240713823,507.89853566018235,507.89853566018235,0.0,541.6341357922084,507.89853566018235,33.73560013202609,0.0,0.0,0.08,
06-May 00:00:00,0.0,0.0,0.0,0.0,7.404783163423346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.268945645236975,0.0,0.0,0.0,0.0,0.0,766.4702407138229,880.0,734.201295068586,734.201295068586,0.0,988.7284951552315,734.201295068586,254.52720008664554,0.0,0.0,0.08,
06-May 01:00:00,0.0,0.0,0.0,0.0,6.55587227819024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,519.0824599564966,0.0,519.0824599564966,0.0,0.0,0.08,
06-May 02:00:00,0.0,0.0,0.0,0.0,5.706961392957131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,519.0824599564966,0.0,519.0824599564966,0.0,0.0,0.08,
06-May 03:00:00,0.0,0.0,0.0,0.0,4.858050507724023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,519.0824599564966,0.0,519.0824599564966,0.0,0.0,0.08,
06-May 04:00:00,0.0,0.0,0.0,0.0,4.009139622490915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,0.0,519.0824599564966,0.0,519.0824599564966,0.0,0.0,0.08,
06-May 05:00:00,26.22739274811155,18.83356249791662,116.64334276468631,16.254862851653098,4.030467196593829,9.972529896458454,0.9396221063500654,0.45190780365298294,0.0,121.73069679211389,37.6237797059746,0.0,-5.836550466085916,-0.2308949689027595,0.0,0.0,5.897698871620771,0.0,0.0,0.013053974587751555,0.0,84.26360967491945,12.8600024762186,0.0,0.0,0.0,0.0,0.0,0.0,880.0,71.40360719870085,71.40360719870085,0.0,519.0824599564966,71.40360719870085,447.6788527577957,0.0,0.5363562031176395,0.08,
06-May 06:00:00,123.21844147412206,61.306125233555335,293.8697266412303,51.72818399384238,4.906157199507844,71.49025748027968,2.9899077860219845,1.4384757215371025,0.0,387.38536598266006,51.45311688629817,-3.552713678800501E-15,-23.26502272543898,-0.9774910648415833,0.0,0.0,3.3905242194645844,0.0,0.0,0.23182365361621127,0.0,356.55241501356176,29.42888159725924,0.0,0.0,0.0,0.0,0.0,0.0,880.0,327.1235334163025,327.1235334163025,0.0,642.6735218509004,327.1235334163025,315.54998843459794,0.0,0.7721488369559716,0.08,
06-May 07:00:00,251.0524885371641,111.28437408950923,376.20550360255004,177.1523354026942,6.60488675800662,73.90015313446989,29.083623890348047,21.35055532706674,0.0,1037.8216991574382,55.57670059139238,131.0020144616288,-49.12931398536794,-2.452011256702201,0.0,0.0,7.840200650183938,0.0,0.0,1.4597279438768347,0.0,893.5243807524265,32.480656869003994,0.0,0.0,0.0,0.0,70.06092775923722,0.0,950.0609277592372,790.9827961241854,790.9827961241854,0.0,790.9827961241853,790.9827961241853,2.842170943040401E-14,1.1368683772161603E-13,0.5451758642726935,0.08,
06-May 08:00:00,387.26843649269705,165.67149024506725,424.61701656216684,351.53220096752216,8.210494469939123,35.73623552517489,28.85383563833407,16.010204189615514,0.0,2511.6122397330987,41.11829894119549,205.32260524830224,-48.40663741956532,-6.318651626610905,0.0,0.0,13.58878087679743,0.0,0.0,9.687947045504615,0.0,2296.6198966674756,36.08942096231287,0.0,0.0,0.0,0.0,1197.6473434132895,0.0,2147.7082711725266,1062.8831322918738,1062.8831322918738,0.0,1062.8831322918738,1062.8831322918738,0.0,0.0,0.3691788959603864,0.08,
06-May 09:00:00,504.38554137179676,215.94811741857816,442.73112875252343,515.8378817299218,9.679574820419525,-11.45234035812507,30.188360835505826,8.695871346915254,0.0,3906.2503897940305,10.511123383263314,393.37729619598963,27.55209912348296,-9.489704788054024,0.0,0.0,20.557328239630053,0.0,0.0,21.852058946748517,0.0,3441.8901886929707,38.621466221579425,0.0,0.0,0.0,0.0,2093.2034663907107,0.0,4240.911737563237,1310.0652560806811,1310.0652560806811,0.0,1310.0652560806816,1310.0652560806811,4.547473508864641E-13,0.0,0.31009599818282674,0.08,
06-May 10:00:00,615.6897004611421,245.58479916724286,492.4556516436364,676.5253924358918,10.97241313409633,-60.83569197474969,29.2008924118707,5.2923282740620055,0.0,5258.243486632165,-10.887160893344872,441.17622054512634,170.3083836966763,-12.72264924378998,0.0,0.0,26.601718544154593,0.0,0.0,39.27756468572592,0.0,4604.489409297617,40.43764012198561,0.0,0.0,0.0,0.0,3080.9590264427843,0.0,7321.870764006021,1483.0927427328477,1483.0927427328477,0.0,1483.0927427328472,1483.0927427328472,0.0,4.547473508864641E-13,0.26767060032296336,0.08,
06-May 11:00:00,667.2133239883583,258.5257307091585,501.3228351504628,768.3142470551802,12.05405920971414,-101.1009230668219,24.21290808710444,4.058424672474113,0.0,6060.951468080978,-16.79377633741676,257.45659088209874,293.33606241580094,-15.097631315795073,-2.842170943040401E-14,0.0,31.414792171088365,0.0,0.0,55.31033875462051,0.0,5455.32509151058,84.55278388658367,0.0,0.0,0.0,0.0,1478.1292359939791,0.0,8800.0,3892.6430716300174,3892.6430716300174,0.0,1458.3745303539663,1458.3745303539663,0.0,2434.268541276051,0.618617444117429,0.08,
06-May 12:00:00,684.1587675752093,274.3768852785796,488.9048693480074,808.9552475963285,12.895272153318901,-124.79648002111924,20.907470549210675,4.009469408289747,0.0,6421.273739562,-19.635317131461225,300.6548918764044,364.3936238985308,-15.778058848139064,2.842170943040401E-14,0.0,32.647120195908144,0.0,0.0,60.408153801275034,0.0,5698.583325769484,123.51245349245032,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,5575.070872277033,5575.070872277033,0.0,1062.8831322918738,1062.8831322918738,0.0,4512.187739985159,0.8414772154699983,0.08,
06-May 13:00:00,649.2219042024944,279.90407664160796,451.0369941558401,775.5134459965522,13.473310867770607,-126.29154179405771,20.701447584550383,4.146815641778713,0.0,6147.947846888125,-17.8330165338568,286.76817049182614,334.4605626512997,-15.146218110949196,0.0,0.0,31.328737893349967,0.0,0.0,55.66694209632093,0.0,5472.702668400135,118.30828044891412,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,5354.394387951221,5354.394387951221,0.0,790.9827961241853,790.9827961241853,0.0,4563.411591827035,0.8430192463105366,0.08,
06-May 14:00:00,603.6491213962158,265.09718947235933,446.3403191439846,719.8471203518602,13.772548828708272,-116.19799895564438,22.80803111893185,4.400355401277319,0.0,5672.7112300812205,-14.329624933336119,318.0327271041551,273.4156462552201,-13.917851141038636,1.4210854715202004E-14,0.0,29.49466631711863,0.0,0.0,47.00377756250309,0.0,5033.011888916599,108.25103777367563,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,4924.7608511429235,4924.7608511429235,0.0,741.5463713664236,741.5463713664236,0.0,4183.2144797764995,0.835336270904902,0.08,
06-May 15:00:00,510.6842076683124,221.9203666160142,436.63858947154847,601.2004832962928,13.784896527298969,-90.51627562798035,23.376344781062663,5.4052779407325815,0.0,4688.110468105133,-5.285526342304217,235.35533468235587,155.202652714993,-11.751864679849094,2.842170943040401E-14,0.0,25.159263585019545,0.0,0.0,33.5122141057214,0.0,4255.918394039198,90.71211475648495,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,4165.206279282713,4165.206279282713,0.0,790.9827961241853,790.9827961241853,0.0,3374.2234831585274,0.8459285029980316,0.08,
06-May 16:00:00,393.44036298060263,164.09383488030758,429.5490275743997,448.9457075136371,13.510020159581115,-55.505344533034474,20.67634922770689,8.867924260178048,0.0,3434.89774467091,17.257875781996233,152.7737298103944,44.37015223204892,-8.793721426558069,0.0,0.0,19.581387579333594,0.0,0.0,18.764189508970233,0.0,3190.9441311847245,68.8235680455681,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,3122.1205631391563,3122.1205631391563,0.0,790.9827961241853,790.9827961241853,0.0,2331.137767014971,0.8491263366137548,0.08,
06-May 17:00:00,249.33691888400563,120.03394609005011,335.8870327492829,262.3124309758033,12.955350650420158,-12.975512091797668,16.086307902639042,14.948136964539104,0.0,1894.16670622964,50.200155596406915,46.56994739179696,-23.805151202255722,-4.971586966972317,1.4210854715202004E-14,0.0,11.54409846576852,0.0,0.0,5.997423969930423,0.0,1808.6318189749654,44.342413944516316,0.0,0.0,0.0,0.0,0.0,0.0,8800.0,1764.2894050304492,1764.2894050304492,0.0,1062.8831322918738,1062.8831322918738,0.0,701.4062727385754,0.821234940816923,0.08,
06-May 18:00:00,145.40985067730617,60.37354949177738,378.6246920105863,120.87878990891821,12.13588276812573,24.53106076838796,9.583455404630278,24.32987754470729,0.0,712.2470924989653,56.12916518698401,17.010773745238502,-23.495521859436643,-1.808437624481744,3.552713678800501E-15,0.0,4.331380114824782,0.0,0.0,0.7935351679675998,0.0,659.2861977678688,39.049857165274574,0.0,0.0,0.0,0.0,0.0,724.9336954494548,8075.066304550545,1345.1700360520492,1345.1700360520492,0.0,1384.2198932173242,1345.170036052049,39.04985716527514,2.2737367544323206E-13,1.358762480171448,0.08,
06-May 19:00:00,33.84057295214359,21.411493258743484,173.50851101415057,18.402231691134652,11.500587607482718,15.438341261008937,1.0637342937440295,0.5116312545950248,0.0,137.81203370949592,38.858836136769014,-1.7763568394002505E-15,-4.375398551357951,-0.2684001281570776,1.7763568394002505E-15,0.0,5.630949474908635,0.0,0.0,0.01760947527093865,0.0,97.94843730206237,40.88134969037377,0.0,0.0,0.0,0.0,0.0,1484.017154946309,6591.049149604236,1541.0842425579974,1541.0842425579974,0.0,1581.9655922483705,1541.0842425579967,40.88134969037377,6.821210263296962E-13,10.225212695689684,0.08,
06-May 20:00:00,0.0,0.0,0.0,0.0,11.138533912057085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.00566826967801,0.0,0.0,0.0,0.0,0.0,1853.8659284160592,4737.183221188177,1808.8602601463813,1808.8602601463813,0.0,1853.8659284160592,1808.8602601463813,45.00566826967801,0.0,0.0,0.08,
